name,brand,description
Fresh sour Yoghurt - Almarai,Almarai,"Made from 100% natural, fresh cow's milk and rich in calcium, our tasty and nutritious Yoghurts are perfect for the whole family. The entire delicious, tangy flavor of our Almarai Fresh Sour Yogurt with half the calories and less than half the fat."
Apple Juice - Almarai,Almarai,"100% natural apple juice from Almarai is made from the finest apples, it is free from preservatives, artificial colors and flavors, and does not contain added sugar for a fresh and healthy natural taste!"
Fresh milk - Almarai,Almarai,Almarai Full Fat 100% Fresh Cow's Milk is a rich source of protein and calcium. Contains added vitamins and minerals that promote the health of the body. Prepared without preservatives and without milk powder.
Cheese & Zaatar puff - Almarai,Almarai,"L'usine Cheese & Zaatar Puff, a pastry with a soft and smooth texture, with a delicious thyme filling and cheese rich in protein and dietary fiber, is a great breakfast option."
Fresh Juice Mixed Orange - Almarai,Almarai,Almarai brings to you 100 percent orange juice is made with the finest selected oranges. It is a great way to start your morning. This orange juice sweet and tart taste. It has nutrients and are generally low in calories.
Red velvet muffin - Almarai,Almarai,"L'usine Red Velvet Muffin are fresh, soft, and juicy sweet pastries rich in protein and fats, with a delicious red velvet flavor."
Evaporated milk - Almarai,Almarai,"Almarai Evaporated Milk is an exquisitely creamy classic topper for everything from a fresh fruit salad to a sticky toffee pudding. It's produced with fresh milk, contains extra vitamin D, and is a calcium source. Almarai milk is a deliciously creamy addition to tea or coffee."
Sliced Bread Brioche - Lusine,Almarai,"It is made from fresh and carefully sourced ingredients to give it the perfect taste and soft texture. You can also use it to prepare your French toast in the morning. It features a milky white, soft centre with a delicate crust on the sides."
Greek style yoghurt mango - Almarai,Almarai,"Almarai provides Greek yogurt with mango flavor, made from fresh cow's milk, 100% natural, and a rich source of protein, calcium, vitamins and fats."
Nuralac plus - Almarai,Almarai,The nutritional supplement for children has scientifically proven complete nutritional solutions supported by the integrated nutrition system for your growing child.
Mixed fruit mango - Almarai,Almarai,Almarai No Added Sugar Mixed Fruit Mango Juice is a refreshing and healthy drink made with real mango and mixed fruit flavours. This 200ml bottle is perfect for on-the-go consumption and is great for anyone looking for a delicious juice option without the added sugar.
Mixed fruit - Almarai,Almarai,"Mixed Fruits Smoothie is a natural blend of fruits: orange, mango, apple, banana, and pineapple! It is free from preservatives, artificial colors and flavors, and contains no added sugar for a healthy natural taste!"
Date Milk - Almarai,Almarai,"Almarai Fresh Date Flavored Milk is a tasty drink for date lovers. Full of protein, vitamins and goodness of dates."
100% pineapple irange & grape - Almarai,Almarai,"Almarai Pineapple, Orange and Grape Juice is a natural mixture of the finest types of pineapple, orange and grapes. It is free from preservatives, artificial colors and flavors, and does not contain added sugar for a healthy natural taste!"
mango mixed fruit juice - Almarai,Almarai,Almarai No Added Sugar Mixed Fruit Mango Juice is a refreshing and healthy drink made with real mango and mixed fruit flavours. This 200ml bottle is perfect for on-the-go consumption and is great for anyone looking for a delicious juice option without the added sugar.
Tripple Cheese Puff - Almarai,Almarai,"L'usine Triple Cheese Puff, a smooth-textured pastry with a filling of pieces of cheese rich in protein and dietary fiber, is a great breakfast option."
Mango Juice - Almarai,Almarai,Almarai mango juice is made from 100% natural mango fruit without added sugar.
whipping cream - Almarai,Almarai,"Add a smooth, rich, creamy flavor to your favorite recipes with Almarai Whipping Cream. Made from 100% pure, fresh Almarai cow's milk, it gives any dish the extra special taste you know your family will love. Add a smooth, rich, creamy flavor to your favorite recipes with Almarai Whipping Cream."
Laban - Almarai,Almarai,"Almarai Ayran Laban made from 100% fresh cow's milk. Enjoy its salty and light taste at all times, and quench your thirst in every moment."
Strawberry milk - Almarai,Almarai,"Almarai Long Life Strawberry Flavored Milk, a rich flavored milk with delicious taste of strawberry. Stays longer for whenever you want to enjoy it. Rich in protein, vitamins and calcium."
Evaporated milk - Almarai,Almarai,"Almarai Evaporated Milk is an exquisitely creamy classic topper for everything from a fresh fruit salad to a sticky toffee pudding. It's produced with fresh milk, contains extra vitamin D, and is a calcium source. Almarai milk is a deliciously creamy addition to tea or coffee."
Spreadable Processed Cream Cheese - Almarai - 500,Almarai,"Add creamy goodness to your favorite snacks with the Almarai Spreadable Cream Cheese Lower Cholesterol. It is made with fresh ingredients and hygienically packaged to ensure superior quality. Thanks to its soft and smooth texture, you can spread it easily on various food items."
Vital - Almarai,Almarai,"Enjoy Almarai Vital Yogurt, which is fresh, creamy and delicious, low in fat, flavored with black cherry, and improves digestion"
Mixed fruit juice - Almarai,Almarai,"Mixed fruits juice from Almarai, characterized by a wonderful blend of fruits such as apple, pineapple, orange and strawberry, all of which are 100% natural, without added sugar and rich in vitamins."
Créme Caramel - almarai - 100 g,Almarai,"Almarai Crème Caramel Dessert is a delicious and creamy dessert that comes in a convenient 100g pack of 6. Made with high-quality ingredients, this dessert is the perfect balance of smooth caramel and rich custard."
Mixed fruit berries - Almarai,Almarai,"Almarai No Added Sugar Mixed Berry Juice is a refreshing and delicious beverage that is perfect for those who are looking for a healthier option. Made with a blend of juicy berries, this juice is full of natural flavours and antioxidants."
Almarai fresh low fat milk,Almarai,Almarai Low Fat 100% Fresh Cow's Milk is a rich source of protein and calcium. Contains added vitamins and minerals that promote the health of the body. Prepared without preservatives and without milk powder.
Luisine Toast Bread - Almarai - 600g,Almarai,"Oven-baked using finest quality ingredients, our classic everyday. Brown Bread is a rich source of fiber bursting with delicious goodness."
Butter Croissant - Almarai,Almarai,"L'usine Butter Croissant provides a pastry with a soft and smooth texture, rich in protein and dietary fiber, and is a great breakfast option."
Almarai,Almarai,"Almarai began producing fresh milk from 300 cows. Today, the company annually produces 1.5 billion liters of milk from more than 195,000 cows, making it the largest vertically integrated dairy company in the world."
خبز البرجر بالبطاطس - Almarai,Almarai,"Almarai began producing fresh milk from 300 cows. Today, the company annually produces 1.5 billion liters of milk from more than 195,000 cows, making it the largest vertically integrated dairy company in the world."
Cardamom cake - Almarai,Almarai,Enjoy a sweet delight with the Lusine cardamom cake. ​it has a delicious taste that is sure to complement your taste buds.
Greek yogurt - Almarai,Almarai,"Almarai provides plain Greek yogurt, made from fresh, 100% natural cow's milk, and a rich source of protein, calcium, vitamins and fats."
Almarai,Almarai,"Almarai began producing fresh milk from 300 cows. Today, the company annually produces 1.5 billion liters of milk from more than 195,000 cows, making it the largest vertically integrated dairy company in the world."
Caramel Cup cake - Almarai,Almarai,"L'usine Caramel Cupcake provides a soft, chewy, melt-in-your-mouth cake pastry with a delicious caramel filling."
Protein milk - Almarai,Almarai,"High protein milk, made from 100% fresh skimmed cow's milk, provides optimum protein supplementation, as it is fortified with the highest levels of protein of 34g per bottle, it is fat-free, and supports your active lifestyle."
Halloumi cheese - Almarai,Almarai,"Almarai halloumi cheese, low fat, delicious taste and rich in calcium and protein."
L'usine saffron cake - Almarai,Almarai,Lusine Saffron Cake is the softest and most flavorful cake loaf for you to try out as a snack after work. Pair this cake with a cup of hot chocolate or a milkshake for the best experience after a long day at school or office.
7 days chocolate swiss roll - Almarai,Almarai,"Chocolate Swiss Roll, from 7Days, is a light and delicious dessert rich in taste that you find delicious with excellent chocolate, making it your most appropriate choice of desserts."
